User-Format Well ID, Top Depth (m), Bottom Depth (m), Coresponding Top Depth (m), Coresponding FTOP, Coresponding Bottom Depth (m), Coresponding FBTM
200/a-075-I 094-G-10/00, 169.5, 1100, 0, ABOVE Kbougie, 1097, TRdoig
200/a-061-H 094-G-14/00, 602, 1408, 0, ABOVE TRhalfway, 1301, Mdebolt
200/a-061-H 094-G-14/02, 602, 1408, 0, ABOVE TRhalfway, 1301, Mdebolt
200/a-061-H 094-G-14/03, 602, 1408, 0, ABOVE TRhalfway, 1301, Mdebolt
200/b-003-A 094-G-15/00, 184.3, 1131.8, 0, ABOVE Kbuck_hrs, 1118, TRdoig
200/b-003-A 094-G-15/02, 184.3, 1131.8, 0, ABOVE Kbuck_hrs, 1118, TRdoig
200/d-062-B 094-G-15/00, 300, 1610, 0, ABOVE Kshftbury, 1465, TRmontney
200/b-047-A 094-H-01/00, 174, 1110, 0, ABOVE Kshftbury, 1075.4, TRmontney
200/b-047-A 094-H-01/02, 174, 1110, 0, ABOVE Kshftbury, 1075.4, TRmontney
200/d-057-A 094-H-01/00, 224.8, 1463.1, 0, ABOVE Kshftbury, 1436, Melkton
200/b-079-A 094-H-01/00, 181, 1195, 0, ABOVE Kbfs, 1074.5, TRmontney
200/b-079-A 094-H-01/02, 181, 1195, 0, ABOVE Kbfs, 1074.5, TRmontney
200/a-080-E 094-H-01/00, 1132.8, 1132.8, 1100.8, TRmontney, 1100.8, TRmontney
200/a-080-E 094-H-01/02, 1132.8, 1132.8, 1100.8, TRmontney, 1100.8, TRmontney
200/d-022-G 094-H-01/00, 2788, 2826, 2689.8, Dbvrhl_lk, 2799.2, Dslave_pt
200/c-026-G 094-H-01/00, 163, 1053.8, 0, ABOVE Kshftbury, 1052.3, TRhalfway
200/c-026-G 094-H-01/02, 163, 1053.8, 0, ABOVE Kshftbury, 1052.3, TRhalfway
200/d-042-G 094-H-01/00, 2600, 2860, 2326.7, Dft_smpsn, 2821.2, Dslave_pt
200/d-046-G 094-H-01/00, 2602, 2828.6, 2313.9, Dft_smpsn, 2807.5, Dslave_pt
200/a-081-G 094-H-01/00, 21, 2814, 0, ABOVE Kbfs, 2768.7, Dslave_pt
200/c-005-H 094-H-01/00, 2550, 2850.3, 2282, Dft_smpsn, 1407, BELOW TRdoig_p
200/c-005-H 094-H-01/02, 2550, 2850.3, 2282, Dft_smpsn, 1407, BELOW TRdoig_p
200/d-008-H 094-H-01/00, 2790, 2811, 2683.7, Dbvrhl_lk, 2794.2, Dslave_pt
200/c-014-H 094-H-01/00, 2763, 2818.5, 2656.8, Dbvrhl_lk, 2764.6, Dslave_pt
200/b-023-H 094-H-01/00, 454.5, 2837, 0, ABOVE Kbfs, 1407, BELOW TRdoig_p
200/d-029-H 094-H-01/00, 2774, 2832.6, 2675.1, Dbvrhl_lk, 2782.6, Dslave_pt
202/d-083-H 094-H-01/00, 930, 1150, 745, Knotikwn, 1407, BELOW TRdoig_p
200/c-007-J 094-H-01/02, 2650, 2854, 2290, Dft_smpsn, 2845, Dftvermln
200/a-011-K 094-H-01/00, 925, 1525, 765.3, Knotikwn, 1483, Mshunda
200/a-011-K 094-H-01/02, 925, 1525, 765.3, Knotikwn, 1483, Mshunda
200/a-011-K 094-H-01/03, 925, 1525, 765.3, Knotikwn, 1483, Mshunda
200/d-038-K 094-H-01/00, 2819, 2872, 2818, Dslave_pt, 2818, Dslave_pt
200/d-091-J 094-H-02/00, 225, 1441.1, 0, ABOVE Kshftbury, 1364.3, Mdebolt
200/d-091-J 094-H-02/02, 225, 1441.1, 0, ABOVE Kshftbury, 1364.3, Mdebolt
200/d-091-J 094-H-02/03, 225, 1441.1, 0, ABOVE Kshftbury, 1364.3, Mdebolt
200/d-085-K 094-H-02/00, 253, 1196, 0, ABOVE Kshftbury, 1407, BELOW TRdoig_p
200/d-020-D 094-H-03/00, 1399.2, 1771.5, 1269, TRchly_lk, 1768, PRbelloy
200/b-046-G 094-H-03/00, 198, 1280.8, 0, ABOVE Kbfs, 1261.1, TRdoig
200/b-046-G 094-H-03/02, 198, 1280.8, 0, ABOVE Kbfs, 1261.1, TRdoig
200/b-046-G 094-H-03/03, 198, 1280.8, 0, ABOVE Kbfs, 1261.1, TRdoig
200/c-041-H 094-H-03/00, 159, 1129, 0, ABOVE Kshftbury, 1407, BELOW TRdoig_p
200/c-041-H 094-H-03/02, 159, 1129, 0, ABOVE Kshftbury, 1407, BELOW TRdoig_p
200/c-041-H 094-H-03/03, 159, 1129, 0, ABOVE Kshftbury, 1407, BELOW TRdoig_p
200/c-083-A 094-H-04/00, 3177, 3373, 3164.8, Dbvrhl_lk, 3355.2, Dmuskeg
200/a-020-C 094-H-04/00, 1230, 1807, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/b-097-C 094-H-04/00, 205, 1338.2, 0, ABOVE Kbluesky, 1306, Kgeth_L
200/b-012-D 094-H-04/00, 226.5, 1425.1, 0, ABOVE Ksully, 1402.5, TRbaldnnl
200/d-062-G 094-H-04/00, 452.8, 1746.3, 0, ABOVE Kbluesky, 1501, TRmontney
200/d-078-G 094-H-04/00, 299, 1490, 0, ABOVE Kbfs, 1489, TRhalfway
200/d-097-H 094-H-04/00, 590, 1700, 0, ABOVE Kbluesky, 1692.1, PRbelloy
200/d-049-D 094-H-05/03, 1595, 1941, 1592.5, TRdoig_ph, 1882.2, Mdebolt
200/d-046-H 094-H-05/00, 900, 1305, 543.6, Kbfs, 1301.2, TRchly_lk
200/a-067-H 094-H-05/00, 178, 1303, 0, ABOVE Kdunvegan, 1272, TRchly_lk
200/a-067-H 094-H-05/02, 178, 1303, 0, ABOVE Kdunvegan, 1272, TRchly_lk
200/b-085-H 094-H-05/00, 830, 1331, 556.9, Kbfs, 1306.5, TRchly_lk
200/c-091-H 094-H-05/00, 1225, 1395, 0, ABOVE Kbluesky, 1385.6, TRdoig
200/a-017-J 094-H-05/00, -1, 1330.4, 0, ABOVE Kwilrich, 1318, TRchly_lk
200/a-055-J 094-H-05/00, 173, 1324.2, 0, ABOVE Kshftbury, 1309, TRchly_lk
200/d-095-J 094-H-05/00, 181, 1230.6, 0, ABOVE Kshftbury, 1209.5, TRchly_lk
200/b-066-C 094-H-06/00, 500.4, 2921, 0, ABOVE Kbluesky, 2895.2, Dbvrhl_lk
200/c-073-D 094-H-06/00, 195, 1188.7, 0, ABOVE Kshftbury, 1178, TRchly_lk
200/b-084-E 094-H-06/00, 1462.2, 2862, 1345.7, TRmontney, 2513.1, Dft_smpsn
200/a-094-I 094-H-06/00, 175.5, 1133.5, 0, ABOVE Kbfs, 1123.2, TRchly_lk
200/a-094-I 094-H-06/02, 175.5, 1133.5, 0, ABOVE Kbfs, 1123.2, TRchly_lk
200/b-013-L 094-H-06/00, 750, 1277, 467.2, Kbfs, 1254.3, TRdoig
200/d-063-C 094-H-07/00, 249, 1441.4, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/d-063-C 094-H-07/02, 249, 1441.4, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/b-058-E 094-H-07/00, 501, 2940, 0, ABOVE Kbfs, 2926, Dslave_pt
200/b-058-E 094-H-07/02, 501, 2940, 0, ABOVE Kbfs, 2926, Dslave_pt
200/b-058-E 094-H-07/03, 501, 2940, 0, ABOVE Kbfs, 2926, Dslave_pt
200/b-058-E 094-H-07/04, 501, 2940, 0, ABOVE Kbfs, 2926, Dslave_pt
200/b-058-E 094-H-07/05, 501, 2940, 0, ABOVE Kbfs, 2926, Dslave_pt
200/c-093-E 094-H-07/00, 198, 1253, 0, ABOVE Kshftbury, 1236.9, TRdoig_ph
200/c-093-E 094-H-07/02, 198, 1253, 0, ABOVE Kshftbury, 1236.9, TRdoig_ph
200/b-071-H 094-H-07/02, 2005.7, 3021.6, 0, ABOVE Dredknife, 1407, BELOW TRdoig_p
200/b-044-A 094-H-08/00, 159.2, 1018, 0, ABOVE Kshftbury, 978.6, TRmontney
200/d-067-F 094-H-08/00, 175, 1300.7, 0, ABOVE Kspirit_r, 1110, TRmontney
200/a-031-D 094-H-09/00, 465, 2752, 0, ABOVE Kbluesky, 2732, Dwatt_mtn
200/a-056-J 094-H-09/00, 30, 944.3, 0, ABOVE Kshftbury, 877.5, TRmontney
200/d-072-J 094-H-09/00, 25, 919.5, 0, ABOVE Kshftbury, 888.5, TRmontney
200/b-078-J 094-H-09/00, 25, 930, 0, ABOVE Kbluesky, 904, TRmontney
200/d-008-K 094-H-09/00, 25, 931, 0, ABOVE Kbluesky, 875, TRmontney
200/a-034-K 094-H-09/00, 151.8, 876, 0, ABOVE Kbfs, 832.9, TRmontney
200/d-040-K 094-H-09/00, 151, 973.5, 0, ABOVE Kbluesky, 908.5, TRmontney
200/d-070-K 094-H-09/00, 153, 924, 0, ABOVE Kbluesky, 874, TRmontney
200/a-086-K 094-H-09/00, 25, 865.2, 0, ABOVE Kbfs, 837.1, TRmontney
200/a-095-K 094-H-09/00, 876, 883.5, 831, TRmontney, 831, TRmontney
200/c-088-J 094-H-10/00, 150, 930, 0, ABOVE Kbluesky, 850, TRmontney
200/c-040-K 094-H-10/00, 130, 990, 0, ABOVE Kbluesky, 910, TRmontney
200/c-048-K 094-H-10/00, 271.4, 1045.9, 0, ABOVE Kbfs, 922, TRmontney
200/d-051-K 094-H-10/00, 40, 1274, 0, ABOVE TRmontney, 1407, BELOW TRdoig_p
200/d-065-K 094-H-10/00, 149, 883, 0, ABOVE Kbluesky, 3292, PRbelloy_p
200/d-068-K 094-H-10/00, 35, 930.2, 0, ABOVE Kbluesky, 920, TRmontney
200/c-076-K 094-H-10/00, 150, 1025, 0, ABOVE Kbfs, 903.6, TRmontney
200/a-085-K 094-H-10/00, 233.4, 1002, 0, ABOVE Kbfs, 903.9, TRmontney
200/b-089-K 094-H-10/00, 30, 930.2, 0, ABOVE TRmontney_p, 1407, BELOW TRdoig_p
200/c-092-K 094-H-10/00, 170, 940, 0, ABOVE Kbluesky, 902, TRmontney
200/d-098-K 094-H-10/00, 100, 915.2, 0, ABOVE Kbluesky, 892.5, TRmontney
200/d-065-L 094-H-10/00, 30, 1041.3, 0, ABOVE Kbluesky, 923, TRmontney
200/a-090-L 094-H-10/00, 257.1, 1011.1, 0, ABOVE Kbfs, 885.6, TRmontney
202/d-019-B 094-H-11/00, 25, 1136.2, 0, ABOVE Kspirit_r, 1131, Kbluesky
200/c-092-H 094-H-11/00, 230, 984, 0, ABOVE Kbluesky, 959, TRmontney
200/b-012-I 094-H-11/00, 261, 1058, 0, ABOVE Kbluesky, 973, TRmontney
200/a-033-I 094-H-11/00, 25, 1032.8, 0, ABOVE Kbfs, 950, TRmontney
200/a-084-I 094-H-11/00, 217, 996, 0, ABOVE Kbluesky, 877, TRmontney
200/a-049-J 094-H-11/00, 270.8, 1054.6, 0, ABOVE Kbfs, 994.8, TRmontney
200/a-060-J 094-H-11/00, 200, 995, 0, ABOVE Kbfs, 992.3, TRmontney
200/c-052-K 094-H-11/00, 30, 1039.3, 0, ABOVE Kbfs, 951.4, TRmontney
200/c-084-B 094-H-12/00, 180.4, 1220.6, 0, ABOVE Kbfs, 1197.5, TRdoig
200/c-084-B 094-H-12/02, 180.4, 1220.6, 0, ABOVE Kbfs, 1197.5, TRdoig
200/d-087-B 094-H-12/00, 180, 1142.2, 0, ABOVE Kbfs, 1407, BELOW TRdoig_p
200/c-041-G 094-H-12/00, 179.7, 1094.9, 0, ABOVE Kspirit_r, 1074, TRdoig
200/c-032-H 094-H-12/02, 1000, 2838, 999.7, Kgething, 2817.5, Dmuskeg
200/c-096-J 094-H-12/02, 1165, 2659, 1122.8, TRmontney, 2637.5, Dotterprk
200/a-017-A 094-H-14/00, 154, 877, 0, ABOVE Kbluesky, 854, TRmontney
200/a-014-D 094-H-14/00, 167.7, 982.5, 0, ABOVE Kbluesky, 948, TRmontney
200/b-038-G 094-H-14/00, 256, 1048, 0, ABOVE Kbluesky, 938, TRmontney
200/d-091-G 094-H-14/00, 175, 850, 0, ABOVE Kbluesky, 743, TRmontney
200/b-083-B 094-H-15/00, 269, 870, 0, ABOVE Kspirit_r, 824, TRmontney
200/b-024-C 094-H-15/00, 140, 925, 0, ABOVE Kspirit_r, 837.9, TRmontney
200/b-083-C 094-H-15/00, 152, 833, 0, ABOVE Kbluesky, 797.5, TRmontney
200/a-088-C 094-H-15/00, 93, 799, 0, ABOVE Kbfs, 796.9, TRmontney
200/a-016-D 094-H-15/00, 244.3, 1006.7, 0, ABOVE Kbfs, 898.6, TRmontney
200/a-030-D 094-H-15/00, 50, 1012.6, 0, ABOVE Kbfs, 861, TRmontney
200/c-036-D 094-H-15/00, 155.1, 997.5, 0, ABOVE Kbfs, 869.5, TRmontney
200/c-055-D 094-H-15/00, 164, 993.2, 0, ABOVE Kbluesky, 860, TRmontney
200/b-002-F 094-H-15/00, 156, 788, 0, ABOVE Kbluesky, 778, TRmontney
200/a-010-F 094-H-15/00, 275, 880, 0, ABOVE Kpeace_rv, 786.9, TRmontney
200/b-015-F 094-H-15/00, 152.4, 832.2, 0, ABOVE Kbluesky, 778.5, TRmontney
200/d-082-F 094-H-15/00, 256.9, 791.4, 0, ABOVE Kspirit_r, 749.6, TRmontney
200/d-039-G 094-H-15/00, 207.9, 827.3, 0, ABOVE Kpeace_rv, 776.3, TRmontney
200/b-068-G 094-H-15/00, 215, 820, 0, ABOVE Kbluesky, 770, TRmontney
200/d-080-G 094-H-15/00, 200, 810, 0, ABOVE Kbluesky, 752, TRmontney
200/b-086-G 094-H-15/00, 25, 804, 0, ABOVE Kspirit_r, 760.4, TRmontney
200/d-097-G 094-H-15/00, 245.7, 779.2, 0, ABOVE Kpeace_rv, 759, TRmontney
200/c-040-H 094-H-15/00, 25, 830, 0, ABOVE Kspirit_r, 797.1, TRmontney
200/a-032-J 094-H-15/00, 261, 771, 0, ABOVE Kspirit_r, 745, TRmontney
200/a-007-A 094-H-16/00, 25, 898.3, 0, ABOVE Kshftbury, 863.3, TRmontney
200/c-025-A 094-H-16/00, 10, 1037.2, 0, ABOVE Kshftbury, 1001.3, Mdebolt
200/c-039-A 094-H-16/00, 25, 1299, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/b-092-A 094-H-16/00, 25, 1210, 0, ABOVE Kshftbury, 1407, BELOW TRdoig_p
200/a-007-B 094-H-16/00, 25, 1230, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/b-013-B 094-H-16/00, 25, 905.7, 0, ABOVE Kbfs, 860, TRmontney
200/b-026-B 094-H-16/00, 335, 926, 0, ABOVE Kbfs, 860.4, TRmontney
200/a-039-B 094-H-16/00, 25, 890.8, 0, ABOVE Kbfs, 860, TRmontney
200/d-054-B 094-H-16/00, 25, 865.7, 0, ABOVE Kbfs, 845.1, TRmontney
200/c-092-B 094-H-16/00, 25, 865.6, 0, ABOVE Kbfs, 840, TRmontney
200/b-017-C 094-H-16/00, 140.3, 834.3, 0, ABOVE Kbfs, 825.7, Kgething
200/b-017-C 094-H-16/02, 140.3, 834.3, 0, ABOVE Kbfs, 825.7, Kgething
200/b-039-C 094-H-16/00, 25, 875, 0, ABOVE Kbfs, 836, TRmontney
200/b-039-C 094-H-16/02, 25, 875, 0, ABOVE Kbfs, 836, TRmontney
200/c-008-F 094-H-16/00, 165.2, 845.5, 0, ABOVE Kshftbury, 805, TRmontney
200/d-070-F 094-H-16/00, 151.2, 855, 0, ABOVE Kbluesky, 797.8, TRmontney
200/d-090-F 094-H-16/00, 25, 1166, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/c-011-G 094-H-16/00, 25, 825, 0, ABOVE Kbfs, 809.9, TRmontney
200/c-034-G 094-H-16/00, 25, 839, 0, ABOVE Kbluesky, 826, TRmontney
200/d-015-H 094-H-16/00, 25, 1256, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/c-019-H 094-H-16/00, 25, 1201, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/c-038-H 094-H-16/00, 25, 1222, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/a-054-H 094-H-16/00, 35, 803, 0, ABOVE Kbluesky, 803, Kbluesky
200/b-059-H 094-H-16/00, 50, 1132, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/a-079-H 094-H-16/00, 25, 1161, 0, ABOVE Kbfs, 1407, BELOW TRdoig_p
200/c-088-H 094-H-16/00, 150, 1143, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/c-096-H 094-H-16/00, 75, 1138, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/d-008-I 094-H-16/00, 30, 1143, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/d-016-I 094-H-16/00, 30, 1052.3, 0, ABOVE Kshftbury, 1407, BELOW TRdoig_p
200/b-028-I 094-H-16/00, 30, 1109, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/a-039-I 094-H-16/00, 30, 1115, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/a-060-I 094-H-16/00, 25, 788, 0, ABOVE Kbfs, 774.9, TRmontney
200/b-006-K 094-H-16/00, 10, 817.5, 0, ABOVE Kbfs, 771.1, TRmontney
200/d-045-K 094-H-16/00, 180, 779, 0, ABOVE Kbluesky, 766, Kbluesky
200/b-087-L 094-I-02/00, 322, 1786, 0, ABOVE Dbvrhl_lk_p, 1407, BELOW TRdoig_p
200/b-073-E 094-I-05/00, 5.2, 1626.9, 0, ABOVE Kspirit_r, 1407, BELOW TRdoig_p
200/a-099-I 094-I-06/00, 5.4, 1249.3, 0, ABOVE Kbullhead, 1247, Dkakisa
200/a-043-G 094-I-08/00, 25, 1229.1, 0, ABOVE Kspirit_r, 1136.7, Dredknife
200/b-028-J 094-I-08/00, 23.3, 1268, 0, ABOVE Mdebolt, 1239.7, Dft_smpsn
200/c-052-J 094-I-08/00, 371, 1723, 305, Kspirit_r, 1407, BELOW TRdoig_p
200/c-094-K 094-I-08/00, 25, 440.8, 0, ABOVE Kspirit_r, 433, Mshunda
200/c-094-K 094-I-08/02, 25, 440.8, 0, ABOVE Kspirit_r, 433, Mshunda
202/c-097-B 094-I-09/00, 126.4, 396.5, 0, ABOVE Kspirit_r, 365, Kbluesky
200/d-043-D 094-I-09/02, 1705.2, 1775.7, 1702.5, Dbvrhl_lk, 1735.2, Dslave_pt
200/d-091-D 094-I-09/00, -1, 1149.8, 0, ABOVE Kbluesky, 1146.9, Djn_marie
200/d-003-E 094-I-09/00, 1665, 1725.1, 1652, Dbvrhl_lk, 1667, Dslave_pt
200/d-003-E 094-I-09/02, 1665, 1725.1, 1652, Dbvrhl_lk, 1667, Dslave_pt
200/d-043-E 094-I-09/00, 207, 1120.2, 0, ABOVE Kspirit_r, 1004.4, Dredknife
200/b-082-F 094-I-09/00, 116, 370.6, 0, ABOVE Khot_sh, 338.8, Kbluesky
200/c-092-F 094-I-09/00, 150, 373.1, 0, ABOVE Kspirit_r, 344, Miss_sys
200/c-077-G 094-I-09/00, 129, 360, 0, ABOVE Kspirit_r, 1407, BELOW TRdoig_p
200/b-099-G 094-I-09/00, 121, 482, 0, ABOVE Kspirit_r, 1407, BELOW TRdoig_p
200/b-007-H 094-I-09/00, 30, 1126.7, 0, ABOVE Kspirit_r, 1093.5, Dft_smpsn
200/b-011-J 094-I-09/00, 151, 331.9, 0, ABOVE Kspirit_r, 314, Kbluesky
200/c-070-C 094-I-10/00, 140.8, 801.3, 0, ABOVE Kspirit_r, 630.5, Mbanff
200/b-022-K 094-I-10/00, 400, 588.4, 0, ABOVE Kbluesky, 529.7, Mbanff
200/d-029-K 094-I-10/00, 20, 1785, 0, ABOVE Kspirit_r, 1407, BELOW TRdoig_p
200/a-035-B 094-I-14/00, 550, 910, 0, ABOVE Krad_zn, 763.8, Mbanff
202/b-098-E 094-I-14/00, 1425, 1595, 1325.7, Dredknife, 1407, BELOW TRdoig_p
200/c-031-J 094-I-14/00, 175.5, 651, 0, ABOVE Kspirit_r, 624.4, Mdebolt
200/a-043-J 094-I-14/00, 176, 681.6, 0, ABOVE Kspirit_r, 624.8, Mdebolt
200/b-062-J 094-I-14/00, 10, 1489, 0, ABOVE Kdunvegan, 1445, Dft_smpsn
200/b-058-A 094-J-02/02, 979, 2563, 0, ABOVE TRmontney, 2559.8, Dslave_pt
200/c-017-C 094-J-02/00, 2375, 2789, 1904, Dft_smpsn, 1407, BELOW TRdoig_p
200/d-031-D 094-J-02/00, 2619, 2715, 2593, Dslave_pt, 1407, BELOW TRdoig_p
200/b-039-L 094-J-02/00, 1370, 2590, 1208.9, Mdebolt, 2546.5, Dotterprk
200/c-086-K 094-J-03/00, 1000, 3252, 0, ABOVE Kspirit_r, 3238, Dsulp_pt
200/a-061-H 094-J-04/00, 2836.7, 3216, 2742.7, Dslave_pt, 1407, BELOW TRdoig_p
200/a-077-A 094-J-09/00, 357, 2196, 0, ABOVE Mdebolt_L, 2151, Dklua
200/d-081-B 094-J-09/00, 382.5, 2277, 0, ABOVE Mdebolt_L, 2161.6, Dklua
200/c-038-J 094-J-09/00, 353.8, 1982, 322, Kscatter, 1942.2, Dslave_pt
202/b-026-J 094-J-10/00, 314, 1912.3, 0, ABOVE Kbluesky, 1407, BELOW TRdoig_p
200/a-049-E 094-J-15/00, 200, 1280, 0, ABOVE Kspirit_r, 1234, Dkotcho
200/c-037-I 094-N-16/00, 699, 1882, 342, Kdunvegan, 1688, TRtoad
200/a-097-A 094-O-03/00, 1998, 2064, 1951.6, Dotterprk, 2009.7, Dnahanni
200/a-047-B 094-O-03/00, 2051, 2127.3, 2048.4, Dnahanni, 2048.4, Dnahanni
200/c-013-H 094-O-04/00, 238, 1597, 0, ABOVE Klepine, 1407, BELOW TRdoig_p
200/d-095-I 094-O-04/00, 1935.5, 2144, 1929, Mmattson, 2140, Mdebolt
200/d-095-I 094-O-04/02, 1935.5, 2144, 1929, Mmattson, 2140, Mdebolt
200/d-095-I 094-O-04/03, 1935.5, 2144, 1929, Mmattson, 2140, Mdebolt
200/a-068-D 094-O-05/00, 2456.7, 2875.7, 2400, TRgraylng, 2786, Mmattson
200/b-066-H 094-O-05/00, 2730, 3380, 2477, Mdebolt, 3272.6, Dkotcho
200/b-066-H 094-O-05/02, 2730, 3380, 2477, Mdebolt, 3272.6, Dkotcho
200/b-066-H 094-O-05/03, 2730, 3380, 2477, Mdebolt, 3272.6, Dkotcho
200/b-066-H 094-O-05/04, 2730, 3380, 2477, Mdebolt, 3272.6, Dkotcho
200/b-066-H 094-O-05/05, 2730, 3380, 2477, Mdebolt, 3272.6, Dkotcho
200/b-023-K 094-O-05/03, 5, 2158.5, 0, ABOVE PRfantasq, 2808, Dmuskeg_p
200/d-034-K 094-O-05/00, 606.5, 2227.1, 496, Klepine, 1854, TRtoad_gr
200/d-068-J 094-O-06/00, 2946, 3018, 2934, Mbanff, 1407, BELOW TRdoig_p
200/d-068-J 094-O-06/02, 2946, 3018, 2934, Mbanff, 1407, BELOW TRdoig_p
200/a-086-J 094-O-06/00, 1070, 2025, 0, ABOVE Kscatter, 2010, Mgolata
200/d-077-F 094-O-07/00, 803, 2815.6, 726, Mshunda, 2769, Dkeg_rv
200/b-012-G 094-O-07/00, 5, 780, 0, ABOVE Kspirit_r, 750.5, Mshunda
200/b-025-H 094-O-07/00, 5, 760, 0, ABOVE Kspirit_r, 749, Mshunda
200/b-045-I 094-O-07/00, 786.5, 2850, 719, Mshunda, 2835.6, Dkeg_rv
200/c-044-J 094-O-07/00, 833, 3004.5, 783, Mshunda, 1407, BELOW TRdoig_p
200/c-087-K 094-O-07/00, 20, 1034, 0, ABOVE Kscatter, 1010, Mbanff
200/c-087-K 094-O-07/02, 20, 1034, 0, ABOVE Kscatter, 1010, Mbanff
200/c-088-K 094-O-07/00, 671, 3002, 608, Mdebolt, 1407, BELOW TRdoig_p
200/c-077-L 094-O-07/00, 829, 3036, 769, Mdebolt, 1407, BELOW TRdoig_p
200/b-088-L 094-O-07/00, 20, 816, 0, ABOVE Kscatter, 750, Mdebolt
200/b-088-L 094-O-07/02, 20, 816, 0, ABOVE Kscatter, 750, Mdebolt
200/b-063-B 094-O-08/00, 23, 598, 0, ABOVE Kspirit_r, 538.8, Mdebolt
200/d-075-G 094-O-08/00, -1, 2583, 0, ABOVE Mdebolt, 1407, BELOW TRdoig_p
200/d-085-G 094-O-08/00, 713, 2631.5, 700.2, Mshunda, 2612, Dkeg_rv
200/d-085-G 094-O-08/02, 713, 2631.5, 700.2, Mshunda, 2612, Dkeg_rv
200/b-088-G 094-O-08/00, 545, 627, 0, ABOVE Mdebolt, 594, Mdebolt
200/b-027-I 094-O-08/00, 2316, 3273, 1873.5, Dft_smpsn, 2446, Dmuskwa
200/a-021-J 094-O-08/00, 788, 2465, 756, Mshunda, 2422, Dmuskwa
200/a-023-J 094-O-08/00, 2550, 4020.3, 2514, Dotterprk, 1407, BELOW TRdoig_p
200/a-023-J 094-O-08/02, 2550, 4020.3, 2514, Dotterprk, 1407, BELOW TRdoig_p
200/a-023-J 094-O-08/03, 2550, 4020.3, 2514, Dotterprk, 1407, BELOW TRdoig_p
200/c-050-J 094-O-08/00, 860, 2742.5, 0, ABOVE Mpekisko, 1407, BELOW TRdoig_p
202/b-090-J 094-O-08/00, 25, 770, 0, ABOVE Krad_zn, 765.9, Mshunda
200/b-041-L 094-O-08/00, -1, 3350, 0, ABOVE Mshunda, 1407, BELOW TRdoig_p
200/d-052-L 094-O-08/00, 897, 2873, 876.2, Mshunda, 2849.5, Dkeg_rv
200/b-057-L 094-O-08/00, 27, 835, 0, ABOVE Kscatter, 805.8, Mshunda
200/b-085-A 094-O-09/03, 2078, 2686.5, 0, ABOVE Dmuskwa, 1407, BELOW TRdoig_p
200/b-086-A 094-O-09/00, -1, 450, 0, ABOVE Kspirit_r, 1341, TRchly_lk_p
200/d-066-F 094-O-09/00, 408.9, 1080.1, 0, ABOVE Mdebolt, 923.4, Mbanff
200/a-012-H 094-O-09/00, 382.6, 2539, 0, ABOVE Kscatter, 2472.8, Dkeg_rv
200/a-012-H 094-O-09/02, 382.6, 2539, 0, ABOVE Kscatter, 2472.8, Dkeg_rv
200/d-081-H 094-O-09/00, 385, 2344.5, 0, ABOVE Kspirit_r, 2300.7, Dotterprk
200/c-021-I 094-O-09/00, 372, 2455.6, 0, ABOVE Mdebolt, 2445, Dchinchga
200/c-054-I 094-O-09/00, 267, 2496.4, 0, ABOVE Mdebolt, 2486.2, Dchinchga
200/d-060-I 094-O-09/02, 2000, 2490, 0, ABOVE Dmuskwa, 1407, BELOW TRdoig_p
200/d-060-I 094-O-09/03, 2000, 2490, 0, ABOVE Dmuskwa, 1407, BELOW TRdoig_p
200/a-092-J 094-O-09/00, 25, 583, 0, ABOVE Kscatter, 567, Mshunda
200/b-091-B 094-O-10/00, 3052, 3187, 3041.3, Dnahanni, 3041.3, Dnahanni
200/b-091-B 094-O-10/02, 3052, 3187, 3041.3, Dnahanni, 3041.3, Dnahanni
200/b-091-B 094-O-10/03, 3052, 3187, 3041.3, Dnahanni, 3041.3, Dnahanni
200/d-069-C 094-O-10/00, 784, 2295.2, 734, Mdebolt, 2101, Dft_smpsn
200/d-028-F 094-O-10/00, 17, 1269, 0, ABOVE Mdebolt, 830, Mdebolt
200/d-073-L 094-O-10/00, 145, 577, 0, ABOVE Kscatter, 566.3, Mflett
200/a-075-D 094-O-11/00, 50, 1755, 0, ABOVE Kscatter, 1727.5, TRtoad
200/a-013-G 094-O-11/00, 238, 1511, 0, ABOVE Kscatter, 1455.4, TRtoad
200/d-035-G 094-O-11/00, 240, 1557, 0, ABOVE Kscatter, 1531.2, TRtoad
